temperature,rainfall,humidity,yield_apples
71.52,91.93,25.56,52.62
52.70,49.32,67.67,59.51
22.03,137.43,21.09,44.64
32.49,52.58,46.00,43.26
77.28,72.96,94.58,85.07
72.71,86.13,44.32,61.20
22.17,24.03,95.19,59.05
37.76,140.50,40.01,59.43
38.49,62.44,45.16,46.61
73.75,21.31,70.27,61.52
21.58,64.22,80.93,59.78
28.33,94.03,60.11,57.36
83.99,81.91,90.57,86.86
34.28,107.24,23.22,43.34
72.22,17.77,93.78,72.11
39.05,49.84,35.70,39.53
27.96,124.69,90.74,78.70
39.45,21.19,52.07,42.11
77.78,129.77,86.62,92.60
88.46,22.87,73.73,67.98
86.42,126.82,34.08,68.33
51.77,60.51,93.44,74.35
73.45,95.71,39.64,61.00
36.40,31.40,39.53,36.97
43.45,19.26,85.13,59.45
91.71,40.23,28.47,49.79
21.04,27.90,37.76,30.77
26.84,53.74,60.29,48.95
36.63,82.01,86.44,70.61
22.12,92.43,31.80,41.02
34.51,120.58,63.81,66.37
66.64,101.87,76.90,78.82
53.71,95.23,88.85,79.58
91.41,67.65,94.85,88.38
85.40,76.33,82.77,82.27
47.35,68.03,72.23,63.93
40.75,127.90,54.69,65.15
50.38,42.20,28.97,38.04
67.22,10.80,76.78,60.72
41.45,101.18,99.42,82.38
69.93,38.34,78.94,68.12
52.75,134.62,21.34,53.42
64.16,130.27,59.70,75.15
54.89,20.74,69.17,55.20
43.56,24.89,75.17,55.63
95.88,79.32,77.58,83.42
81.09,95.29,64.65,75.71
31.21,48.49,37.87,38.00
89.48,110.35,95.38,96.60
58.99,93.29,75.73,74.22
91.56,55.48,38.95,58.04
83.99,13.55,45.79,50.80
54.02,115.02,93.75,86.09
21.80,40.07,91.00,60.05
41.49,126.83,52.41,64.02
63.33,68.84,23.06,44.30
70.68,90.79,23.88,51.30
40.63,132.21,42.71,59.99
31.15,130.91,70.33,70.69
86.79,62.01,66.74,71.81
98.75,39.24,70.71,72.83
62.06,118.52,77.38,81.01
33.73,70.63,21.52,35.00
41.78,36.89,28.41,34.12
21.47,136.62,48.76,58.14
93.14,37.73,32.39,51.68
29.42,13.61,26.03,24.56
66.12,12.84,71.28,58.04
41.92,97.12,85.23,74.62
64.33,102.63,80.21,79.93
72.11,53.55,85.36,75.02
86.38,54.80,73.27,73.51
36.51,57.53,78.83,61.87
20.88,105.22,41.74,48.18
30.95,18.14,99.44,62.63
92.00,140.08,34.65,72.94
89.91,41.15,37.16,53.78
67.79,149.95,43.11,71.88
68.04,34.01,98.03,76.23
73.20,118.02,99.06,95.09
34.03,41.28,83.59,60.26
93.15,21.32,70.32,67.37
53.50,132.49,61.61,73.35
50.65,130.23,97.65,90.07
61.51,66.50,75.65,69.58
23.76,108.34,95.58,76.59
33.30,87.99,45.32,50.25
79.04,129.41,46.70,72.94
26.62,54.11,88.38,63.00
68.25,83.31,31.99,53.13
39.63,77.95,95.67,75.31
51.14,59.55,60.60,57.55
43.10,134.80,94.11,86.95
48.45,33.22,46.94,44.65
77.52,30.93,77.28,68.08
43.77,90.77,58.63,60.60
65.31,102.05,70.14,75.07
58.08,37.25,60.35,55.05
73.09,64.70,97.37,83.55
94.95,142.52,75.37,94.67
78.61,44.53,40.11,52.54
37.20,103.57,92.77,78.26
22.49,113.62,43.52,51.23
40.98,72.74,49.73,51.71
67.61,141.25,28.17,62.62
24.11,113.13,92.00,75.86
59.71,74.11,42.89,54.18
67.75,89.71,40.71,58.62
46.74,106.97,93.62,82.23
81.67,92.91,84.44,85.30
28.53,133.02,31.29,50.81
26.01,59.96,81.55,60.57
78.26,51.98,93.04,80.39
59.64,39.94,26.28,39.02
75.07,15.29,86.02,68.59
54.79,16.02,63.79,51.54
39.71,131.81,73.54,75.05
85.53,104.98,59.43,76.37
83.95,102.47,75.82,83.59
75.58,96.05,22.73,53.25
41.77,128.89,81.02,78.82
67.22,77.24,22.67,46.95
48.88,131.86,56.42,69.25
27.33,60.32,32.08,36.30
93.39,139.74,85.89,98.91
30.95,107.81,45.09,53.39
96.02,46.00,56.33,66.17
55.68,88.97,54.30,61.65
34.81,84.62,81.80,68.27
63.35,29.31,58.49,54.11
89.84,92.77,83.12,87.07
78.58,54.07,25.88,47.33
84.52,17.33,35.33,46.49
72.70,142.81,64.12,82.43
75.38,99.81,95.77,90.46
87.94,132.77,25.98,65.93
39.97,104.65,23.45,44.65
59.15,59.98,32.52,46.00
37.70,81.78,71.29,63.31
99.01,104.60,51.92,76.58
95.52,144.44,86.04,100.56
23.15,45.51,25.75,28.92
76.45,132.50,35.71,67.29
94.02,139.37,44.00,78.08
34.45,103.86,70.14,66.18
65.44,140.38,74.81,85.11
93.24,65.70,29.94,56.08
22.72,143.42,95.50,83.25
75.79,108.39,47.28,68.06
43.79,15.88,77.05,54.84
93.95,136.96,61.94,86.55
97.68,77.83,37.82,63.78
95.54,74.45,87.70,87.40
57.94,89.31,85.46,77.97
88.96,30.91,51.69,58.71
87.56,75.68,67.09,74.95
45.53,126.36,40.63,59.25
86.31,12.17,75.19,65.92
22.96,48.21,44.72,38.89
67.70,10.34,87.53,66.14
38.40,68.20,37.39,43.86
29.65,111.96,21.18,41.88
26.16,121.83,41.48,52.95
75.70,142.33,35.28,68.82
47.19,95.19,60.66,63.52
77.98,45.65,36.30,50.67
25.23,139.38,81.06,75.97
45.22,118.54,39.31,56.93
63.16,90.42,76.56,75.31
83.26,107.39,66.28,79.60
45.50,139.40,98.90,90.98
70.07,109.74,99.99,92.96
90.88,61.57,89.56,84.36
69.27,109.82,80.80,83.14
38.64,15.64,50.92,40.18
21.95,64.10,80.26,59.54
89.61,66.89,96.53,88.53
21.70,33.36,21.87,24.12
89.98,13.23,63.03,61.16
62.31,28.67,37.44,43.15
95.13,101.65,64.63,81.18
83.90,122.32,57.32,78.29
99.83,148.35,66.06,92.65
48.06,58.49,64.08,58.16
81.38,93.91,96.81,91.60
52.15,141.20,64.17,75.97
58.39,33.39,87.70,68.05
70.20,110.47,45.59,65.95
89.89,115.70,55.05,77.63
98.73,22.46,57.63,62.93
81.46,130.57,42.30,71.70
53.42,123.83,50.38,65.98
53.71,14.68,67.88,52.99
79.01,22.75,66.42,61.46
39.10,16.88,70.91,50.56
28.84,56.86,48.15,44.10
48.37,81.30,45.27,53.41
42.98,84.53,68.93,64.27
43.70,47.47,30.63,37.92
38.69,137.62,40.24,59.25
23.37,61.56,23.37,31.01
21.43,16.38,25.81,22.61
99.02,52.03,39.47,59.85
54.22,84.36,21.56,43.92
50.75,67.15,39.63,48.47
74.37,48.34,72.40,68.18
37.46,28.39,24.89,29.36
96.00,124.68,54.94,81.21
82.91,149.46,93.05,101.29
27.15,56.14,83.30,61.02
53.41,63.43,44.44,50.93
90.33,96.53,93.98,93.40
95.58,110.58,46.37,73.97
57.39,64.88,25.80,43.09
69.07,136.69,99.52,97.82
33.36,88.40,89.60,72.49
99.29,73.05,57.27,73.03
38.53,100.53,73.31,68.32
95.42,143.39,73.70,94.15
71.97,121.24,35.56,63.62
68.62,15.60,36.00,41.71
61.02,56.52,57.57,58.40
38.45,75.88,92.93,73.18
34.12,54.03,20.80,31.44
37.64,108.03,82.60,74.20
34.92,125.68,24.60,47.91
82.37,112.39,58.26,76.32
48.01,148.51,71.03,79.62
24.63,48.16,74.94,54.49
97.53,132.50,24.68,68.10
90.70,117.33,53.49,77.42
94.22,60.71,66.71,73.76
99.59,112.78,25.28,65.07
33.91,24.57,30.81,30.49
51.70,120.51,73.09,76.16
80.66,84.53,61.73,71.97
75.68,50.92,32.95,49.36
32.31,101.81,62.82,61.47
85.27,99.83,93.02,92.06
37.96,39.33,21.25,29.88
37.91,14.26,71.41,49.93
62.96,70.71,25.89,45.98
67.44,89.73,20.52,48.44
66.41,132.72,32.05,62.49
27.32,139.95,53.83,63.10
90.20,84.03,84.19,85.96
41.25,115.53,42.54,56.75
30.36,71.50,70.05,58.43
91.10,114.45,52.89,76.66
96.45,38.67,38.75,56.04
88.97,61.95,61.14,69.65
84.76,98.79,83.80,87.09
72.42,12.54,86.60,67.53
64.07,111.14,87.72,85.31
26.96,126.97,47.08,57.02
52.68,65.88,83.48,70.72
49.82,72.71,36.97,47.97
40.78,129.18,79.07,77.60
77.87,118.59,95.87,95.01
59.67,50.34,21.10,38.52
26.48,55.36,55.23,46.63
37.61,105.04,71.82,68.20
74.66,88.85,76.14,78.24
26.09,32.71,34.09,31.41
88.10,53.39,97.77,85.99
59.61,136.00,69.22,79.69
58.45,106.34,33.15,55.38
67.39,148.04,21.64,60.65
85.97,117.38,82.66,90.60
47.82,141.88,26.38,55.91
74.24,40.27,31.28,45.97
65.26,118.01,65.99,76.18
41.36,12.83,68.28,49.11
90.29,103.91,74.95,85.34
83.79,75.70,51.48,66.02
72.68,58.55,81.91,74.47
88.05,130.74,97.95,101.54
89.38,129.60,41.69,73.58
76.67,13.12,76.24,63.74
86.96,95.33,94.28,92.29
75.80,61.50,74.90,72.49
74.41,68.19,74.49,73.21
69.49,126.49,37.90,65.09
80.22,53.38,62.81,66.15
32.69,142.03,65.00,70.71
90.47,35.15,76.01,72.18
89.75,102.78,99.75,97.36
22.34,104.09,22.69,38.87
86.07,45.31,25.22,47.49
30.31,55.47,26.24,33.31
46.81,126.87,79.44,79.14
79.48,116.65,30.91,62.63
32.86,56.07,69.80,55.97
85.44,84.75,45.97,65.57
86.57,18.64,56.59,57.99
60.60,39.22,37.25,44.65
20.51,78.01,89.29,66.40
42.96,22.04,66.89,50.74
69.35,128.07,95.57,94.20
98.49,110.52,65.97,84.64
70.55,142.11,29.91,64.54
40.78,107.09,33.67,50.49
70.72,141.66,99.13,99.11
63.20,87.63,78.05,75.51
82.39,94.03,23.94,55.49
28.56,146.78,76.30,76.07
80.88,99.90,52.97,70.73
63.30,14.31,44.58,44.14
97.04,111.33,32.32,67.54
47.35,136.77,87.19,85.15
70.61,121.38,25.11,58.01
94.56,91.74,43.19,68.31
28.20,103.98,44.51,51.51
94.98,148.63,32.87,74.66
75.03,22.69,60.65,57.37
25.43,103.41,20.94,38.78
44.08,49.68,44.08,45.20
76.65,99.61,94.69,90.26
25.39,95.07,44.84,49.05
66.57,31.48,48.84,50.69
47.67,38.94,57.85,51.01
69.67,97.03,64.94,72.78
23.66,27.95,84.70,55.04
89.72,47.13,35.23,53.96
97.88,126.93,89.74,99.62
97.51,55.79,80.60,80.71
79.97,78.33,77.81,78.56
30.41,141.76,26.94,50.95
80.66,41.80,21.73,43.42
21.97,64.55,67.52,53.26
21.77,94.90,89.05,70.04
45.89,115.75,66.76,70.30
59.09,136.23,37.06,63.50
81.63,138.17,27.24,65.74
74.66,118.73,75.97,84.13
55.67,41.97,77.74,63.96
41.89,13.47,33.80,32.16
99.77,63.73,22.26,53.81
54.09,29.82,52.66,48.52
56.11,109.45,66.62,72.03
33.09,102.56,76.48,68.68
83.58,16.16,84.80,70.71
75.49,127.12,68.84,82.49
37.66,44.82,28.87,34.70
26.59,70.51,74.61,59.38
74.44,103.51,98.73,92.40
72.36,70.12,92.45,81.96
41.86,71.78,89.73,71.78
96.07,19.19,44.17,54.74
32.08,66.20,80.06,62.89
54.59,117.08,88.09,83.84
95.49,138.12,74.27,93.41
53.58,67.89,40.04,49.67
71.08,69.30,96.31,83.34
51.81,108.37,56.07,65.25
41.94,141.99,30.38,56.17
98.72,47.39,28.78,53.48
52.75,71.62,71.80,66.05
91.53,121.44,55.02,79.26
38.40,95.36,27.56,44.37
37.05,25.48,79.23,55.83
22.49,97.88,83.95,68.30
72.13,36.14,78.03,67.88
49.48,81.43,36.18,49.22
89.15,84.07,75.18,81.15
57.86,132.67,20.86,54.32
97.46,74.75,44.41,66.39
34.84,49.12,51.91,46.23
89.49,42.34,86.82,78.72
82.13,132.40,51.23,76.73
81.67,33.94,20.90,41.74
87.58,69.62,48.19,64.29
80.88,36.20,59.91,61.46
70.10,118.26,95.92,92.64
30.50,76.41,95.28,72.07
22.60,59.16,34.47,35.85
93.67,60.55,34.81,57.62
69.33,129.31,33.07,63.20
83.72,87.53,83.11,84.18
58.52,110.50,20.48,49.90
29.38,135.59,30.17,51.02
30.01,136.24,63.04,67.77
74.85,55.99,39.80,53.55
54.42,143.34,27.39,58.69
36.04,13.48,48.79,37.90
59.33,62.76,41.94,51.32
25.14,135.41,60.89,65.07
66.56,48.45,98.34,78.83
41.52,48.23,29.94,37.07
83.80,52.37,49.82,60.52
44.83,95.72,94.56,79.87
56.42,71.37,90.15,76.28
20.93,111.74,51.54,54.40
25.80,135.29,75.92,72.76
51.40,104.39,27.03,49.81
58.40,38.63,77.00,63.75
68.00,140.58,97.83,97.43
43.33,47.03,63.00,53.91
75.60,30.99,59.88,58.82
88.81,22.60,34.99,48.66
82.39,88.87,70.70,77.84
23.17,25.93,67.23,45.75
58.44,29.43,72.15,59.49
28.39,52.00,22.09,29.96
39.36,49.43,63.90,53.64
98.93,94.59,67.59,82.39
31.40,124.34,36.60,52.59
59.91,116.59,36.67,59.63
69.45,46.75,42.10,51.23
76.20,44.34,76.94,70.20
64.77,145.21,68.50,82.72
20.78,11.15,87.66,52.29
46.12,133.16,43.65,62.29
61.42,37.96,92.97,72.50
27.03,142.62,79.50,76.38
48.05,57.92,51.60,51.80
22.66,71.65,27.62,34.94
26.29,109.00,40.56,49.97
51.75,92.27,96.54,82.25
30.62,54.51,44.83,42.50
65.40,87.54,46.39,60.32
75.16,112.30,35.17,62.59
84.05,15.93,84.55,70.68
36.01,11.57,42.05,34.14
33.40,74.13,46.42,48.06
28.37,28.46,53.15,40.78
70.91,103.01,54.70,69.22
76.52,39.97,52.91,57.41
22.53,70.60,60.30,51.03
94.90,37.67,85.16,78.58
24.16,86.79,85.54,67.38
63.30,26.25,83.87,66.17
76.72,13.23,28.09,39.71
89.68,17.16,83.97,72.32
77.13,143.60,29.62,66.67
84.14,29.92,29.98,46.22
47.16,109.19,95.83,83.90
85.19,19.51,85.55,72.23
26.41,25.14,64.19,45.05
91.59,81.24,90.00,88.72
63.81,75.08,99.15,83.73
85.38,143.22,68.85,88.68
56.19,142.28,69.03,79.83
71.49,119.15,80.35,85.45
62.11,94.29,38.57,56.78
78.53,73.69,33.37,54.98
26.53,59.86,80.77,60.32
24.83,142.59,47.59,59.76
39.77,94.41,30.81,46.22
32.76,91.07,45.19,50.64
89.74,42.47,48.69,59.76
37.54,16.54,97.22,63.18
98.07,142.33,75.84,95.81
46.95,53.92,62.47,56.10
34.57,71.96,97.51,73.52
83.18,26.05,92.25,76.29
72.70,127.17,60.96,77.72
59.86,13.87,92.45,66.96
64.43,126.76,52.34,70.85
77.54,29.64,38.43,48.41
38.28,134.12,38.61,57.61
99.71,112.17,72.99,88.84
97.98,33.05,60.09,66.05
72.03,89.21,72.72,75.81
35.96,53.77,74.89,58.99
74.42,34.95,21.79,40.21
25.78,130.29,24.32,45.95
22.45,66.49,62.61,51.34
40.61,65.80,35.28,42.98
57.01,33.78,70.60,59.16
89.46,63.63,64.17,71.65
78.17,132.03,66.86,83.29
79.42,60.84,44.20,58.09
54.04,143.22,71.19,80.45
47.67,142.48,86.36,85.98
49.68,30.29,99.85,70.89
99.01,34.82,87.08,80.21
23.21,130.77,64.60,65.42
89.36,64.99,35.47,57.54
66.29,10.61,74.52,59.27
55.09,48.34,95.01,73.70
78.02,93.67,36.95,60.62
58.93,121.90,40.48,62.30
89.87,28.67,31.92,48.66
92.06,25.48,78.94,72.18
53.74,139.09,52.52,70.20
42.15,115.16,25.02,48.19
67.39,92.57,90.00,83.73
92.99,117.69,64.61,83.74
36.85,70.04,46.49,48.31
69.84,116.18,47.52,67.95
70.52,62.05,43.22,55.18
78.65,44.17,56.44,60.65
30.53,112.06,46.96,55.05
77.27,68.75,63.84,68.85
92.72,147.39,81.88,98.23
34.37,58.93,73.96,59.08
39.00,139.04,43.56,61.29
97.71,140.61,62.30,88.59
34.48,43.86,87.21,62.72
88.35,121.75,25.46,63.58
59.38,70.63,26.26,45.07
39.78,138.45,64.49,71.87
89.66,73.02,71.13,77.07
55.62,114.20,36.91,57.98
61.19,75.38,79.62,73.24
48.74,41.89,71.70,58.85
67.44,37.91,93.86,74.74
33.08,69.56,33.52,40.60
51.29,115.77,80.11,78.60
97.55,94.71,26.69,61.55
40.65,106.41,65.22,66.09
72.54,49.53,64.15,63.74
46.02,77.40,51.07,54.82
81.88,16.22,87.57,71.59
30.47,124.45,20.35,44.21
97.59,148.58,61.61,89.80
56.30,66.96,37.37,48.97
38.88,11.53,79.48,53.71
25.88,33.77,23.45,26.24
33.58,101.35,86.52,73.60
61.58,95.69,87.05,81.14
46.96,120.30,86.63,81.46
86.31,45.54,32.21,51.11
54.47,116.91,70.43,74.94
39.90,106.32,21.15,43.81
69.37,55.19,87.84,75.77
76.54,86.37,77.84,79.16
33.36,30.62,62.49,47.38
33.41,73.36,78.45,63.92
22.93,133.37,27.55,47.33
78.91,68.97,62.29,68.61
73.10,127.54,43.30,69.09
57.97,92.64,97.81,84.82
87.53,36.86,88.57,77.92
84.45,91.35,78.66,82.94
66.83,80.84,94.70,83.57
89.46,65.81,47.75,63.88
36.47,26.75,92.07,62.33
28.95,68.34,46.02,45.36
41.58,20.19,78.62,55.82
24.57,23.83,78.91,51.59
62.49,68.23,21.47,43.13
94.93,52.75,48.88,63.47
23.15,139.58,21.55,45.64
29.77,62.60,99.77,71.34
56.18,116.10,29.78,54.96
94.71,84.23,63.42,76.97
45.29,108.57,83.24,76.92
60.58,46.42,36.10,45.51
23.33,141.87,58.80,64.77
31.87,84.21,68.59,60.70
98.93,126.39,32.82,71.37
97.21,61.11,82.28,82.53
20.40,24.03,43.95,32.90
96.14,104.32,36.88,68.15
71.13,11.09,64.66,55.89
89.43,76.54,52.83,68.55
56.38,36.99,93.62,71.12
61.25,97.83,90.41,83.15
59.11,147.12,58.67,76.49
73.35,75.02,48.74,61.38
31.17,124.45,46.04,57.26
22.40,81.09,41.41,43.64
44.63,79.42,63.56,61.05
76.37,140.26,84.40,93.16
36.15,134.60,44.86,60.20
73.87,120.01,35.21,63.77
97.59,51.48,58.04,68.59
27.51,86.30,25.52,38.27
73.81,41.35,76.10,68.46
55.50,72.15,61.47,61.81
89.45,77.79,59.71,72.25
34.17,126.43,44.04,57.56
75.41,135.44,92.37,95.90
87.05,68.05,27.24,53.34
95.57,12.48,89.59,75.96
74.66,130.65,50.14,73.60
59.77,34.40,90.45,70.04
69.43,97.06,78.30,79.39
89.51,13.50,28.33,43.72
65.65,65.93,86.52,76.14
22.43,148.03,74.57,73.62
94.48,24.10,22.58,44.45
75.16,69.32,30.70,51.76
74.12,53.00,70.85,68.26
37.25,136.71,73.01,75.02
72.71,131.71,79.73,88.02
51.51,43.28,77.62,62.92
72.10,21.37,72.76,62.28
28.53,97.80,81.30,68.77
72.63,57.09,66.01,66.21
99.95,104.09,40.86,71.23
23.86,14.50,92.99,56.55
98.17,28.68,21.46,45.92
52.55,106.09,49.32,61.64
89.66,39.73,78.31,74.00
82.59,130.06,54.17,77.87
65.36,18.20,21.99,34.24
79.08,40.17,25.28,44.40
90.28,149.80,71.89,92.99
52.33,70.63,97.19,78.42
46.16,108.42,64.15,67.61
73.41,35.57,60.54,59.41
84.63,95.38,45.47,67.20
80.98,111.65,40.54,66.89
83.83,54.03,21.68,46.80
54.85,126.05,41.84,62.59
85.43,94.48,55.93,72.49
29.62,64.48,35.84,39.70
63.56,88.07,26.99,50.18
20.46,90.75,77.42,63.00
45.97,33.17,91.57,66.21
49.32,66.38,94.94,75.54
51.69,58.08,69.44,61.84
75.64,66.13,24.22,48.03
51.08,116.56,79.27,78.27
55.90,77.56,28.81,46.69
39.00,141.64,73.58,76.82
49.86,51.11,82.35,66.35
38.18,68.20,78.07,64.13
25.86,120.17,96.15,79.87
68.28,86.44,79.05,77.30
73.46,86.58,75.46,77.08
69.56,17.47,40.94,44.83
57.08,65.80,93.98,77.27
50.38,47.90,34.36,41.87
89.07,149.91,92.39,102.90
61.53,53.17,45.01,51.60
58.33,133.83,30.41,59.47
22.05,104.67,86.13,70.61
47.30,57.73,20.20,35.84
50.42,86.09,86.57,75.63
51.91,127.68,40.98,61.60
66.41,133.67,90.78,92.05
62.69,32.46,75.32,62.96
68.63,57.54,73.29,68.74
81.19,56.93,49.23,60.36
85.04,15.89,24.75,41.06
77.45,93.75,86.41,85.19
96.44,129.67,33.67,71.70
21.46,63.42,49.78,44.01
35.66,113.61,68.03,67.44
20.61,97.88,58.58,55.05
71.80,62.59,35.89,52.00
91.84,29.75,31.25,49.13
39.48,109.31,29.86,48.64
94.16,129.64,89.04,98.70
24.82,106.02,22.52,39.91
94.75,12.50,98.16,80.00
48.13,40.27,35.88,40.43
28.11,19.73,28.83,26.79
58.87,89.85,66.16,68.71
40.54,115.91,26.40,48.54
42.79,25.48,68.20,52.03
44.58,127.37,88.05,82.87
84.24,87.77,23.83,54.74
63.13,106.60,83.99,82.25
44.90,146.00,51.56,68.45
68.83,21.72,32.76,41.37
77.29,136.17,34.09,67.47
41.81,27.65,93.50,64.82
53.08,65.01,28.85,43.35
29.75,129.20,89.34,79.44
34.49,136.88,63.54,69.49
74.49,80.89,23.12,50.09
34.52,93.17,57.16,57.57
62.01,109.14,85.40,83.13
76.72,126.59,78.10,87.38
28.55,27.01,59.10,43.52
65.38,123.41,88.80,88.70
40.53,77.38,29.63,42.45
97.03,73.09,92.80,90.13
58.68,69.35,87.72,75.33
84.48,81.29,76.66,79.93
64.02,142.31,85.43,90.38
23.47,86.75,63.51,56.15
70.65,143.44,74.01,86.89
96.11,35.24,64.85,68.31
68.13,111.38,48.43,66.93
85.54,123.71,65.51,83.16
90.74,105.08,40.60,68.54
38.25,94.97,55.22,58.08
36.96,89.07,42.46,50.13
68.88,130.53,29.83,61.68
52.88,125.03,45.75,63.74
87.19,27.12,88.16,75.66
92.00,128.80,50.49,78.61
48.27,67.97,79.84,68.00
38.95,45.52,34.02,37.80
82.44,131.77,53.95,78.06
41.98,70.48,29.19,41.29
85.81,123.17,31.09,65.92
53.90,46.88,69.39,60.24
73.40,10.55,68.60,58.43
27.64,79.36,37.07,42.70
69.91,24.03,57.95,54.75
56.14,115.61,89.06,84.49
66.93,48.65,33.94,46.78
33.44,72.11,21.54,35.22
78.95,22.18,72.16,64.20
89.02,50.13,24.28,48.87
37.34,119.41,98.40,84.28
27.66,31.22,68.77,48.93
21.89,100.60,57.63,55.50
71.36,138.44,54.40,76.30
68.57,105.18,65.85,74.53
63.74,123.54,27.25,57.46
38.56,25.26,94.40,63.82
51.27,45.10,70.05,59.43
67.56,135.24,34.72,64.68
59.74,110.11,65.01,72.45
99.02,99.54,30.66,64.94
30.92,102.93,21.40,40.56
75.61,67.99,70.44,71.50
52.35,16.24,71.88,54.89
54.26,119.82,66.70,73.59
77.41,105.02,34.68,61.57
75.39,76.19,68.27,71.99
99.30,135.97,24.52,69.24
30.27,57.06,68.74,54.86
28.33,51.21,64.32,50.90
77.95,132.19,72.42,86.03
66.27,121.58,91.64,90.02
41.93,82.10,88.03,73.01
26.35,28.30,98.45,62.79
26.85,40.11,98.10,65.13
91.54,101.87,81.79,88.73
35.35,63.91,96.51,71.64
45.87,127.11,89.38,83.87
38.13,142.99,78.21,79.14
48.40,122.79,26.03,52.09
25.55,62.86,23.92,32.20
61.52,120.42,87.01,86.05
25.41,59.20,59.17,49.05
84.03,33.39,85.17,74.47
38.70,14.68,45.03,37.06
63.20,64.00,51.81,57.67
90.41,136.50,76.01,92.43
72.07,43.46,93.23,76.93
62.64,38.91,27.02,40.08
45.95,145.77,88.92,87.40
46.64,13.50,83.44,58.41
73.56,120.01,45.24,68.69
99.53,54.99,48.42,65.07
72.95,15.25,23.72,36.80
64.62,138.49,21.26,57.71
78.45,29.55,58.16,58.52
57.22,87.25,27.64,48.44
24.81,48.37,35.52,34.88
64.98,19.13,87.74,67.19
96.61,16.99,65.68,65.22
34.02,26.18,70.69,50.79
75.20,19.99,35.00,44.06
36.07,116.48,86.29,77.26
62.87,77.98,89.44,79.18
27.73,58.00,61.87,50.85
56.03,68.57,93.00,77.02
80.49,140.05,87.59,95.95
47.81,137.51,78.51,81.10
73.19,110.19,78.73,83.36
83.64,133.86,28.43,66.08
94.17,54.75,41.67,60.04
38.77,63.36,25.35,36.98
51.95,95.92,20.69,45.11
32.19,97.31,32.66,45.45
99.40,77.44,90.44,90.53
94.16,66.09,39.19,61.06
63.20,148.07,97.61,97.38
87.36,124.96,67.78,85.09
61.68,70.90,38.98,52.17
69.89,111.82,59.77,73.22
27.13,47.74,37.53,36.45
80.42,24.02,98.72,78.29
30.22,59.34,87.78,64.82
86.09,66.42,22.10,50.16
82.56,12.32,95.82,75.14
76.70,124.07,77.69,86.67
22.89,60.29,26.59,32.22
44.25,91.26,73.65,68.35
41.05,20.35,71.75,52.26
48.81,34.50,37.50,40.29
27.01,134.56,80.68,75.36
94.96,95.22,26.97,61.02
64.30,143.04,59.16,77.48
44.44,149.83,20.79,53.69
51.76,62.06,97.50,76.69
55.78,51.83,80.13,67.16
68.05,130.17,32.71,62.80
61.25,149.81,47.33,72.00
93.55,98.15,32.84,64.12
59.76,121.32,81.33,82.86
99.37,119.44,24.71,66.05
88.11,59.75,87.23,82.00
36.68,90.40,95.38,76.77
94.45,126.63,74.13,90.73
29.31,106.34,37.04,48.58
85.40,12.96,48.81,52.62
50.45,57.14,58.18,55.65
90.24,30.23,68.37,67.30
89.44,42.62,73.49,72.10
84.47,136.77,64.34,84.87
83.20,15.17,48.11,52.05
44.37,40.77,91.27,67.10
26.47,53.34,26.51,31.86
52.24,96.36,57.30,63.59
33.88,84.77,82.05,68.14
75.60,40.56,24.87,43.23
47.69,32.99,76.43,59.12
98.05,43.15,85.58,80.84
71.28,80.35,72.87,73.89
85.80,47.96,21.03,45.85
30.60,142.66,34.41,54.92
88.96,74.94,47.37,65.36
93.82,18.23,38.70,51.14
58.96,112.10,97.01,88.61
68.50,56.04,72.13,67.82
81.18,101.49,43.76,66.53
33.99,49.14,94.38,67.22
60.21,89.90,79.25,75.67
51.89,118.10,42.77,60.57
31.71,139.92,50.31,62.65
49.40,46.56,35.95,42.11
25.45,56.88,97.69,67.86
22.06,75.00,61.38,52.31
30.81,139.80,91.68,83.04
97.05,136.19,47.72,80.21
63.96,22.58,88.87,68.14
97.27,28.47,24.31,47.03
54.60,79.37,98.57,81.54
44.95,24.93,92.96,64.95
60.49,58.38,49.06,54.35
55.16,30.77,81.98,63.69
28.45,99.05,80.18,68.44
71.27,142.93,92.10,96.02
37.28,149.54,44.58,63.38
69.57,62.53,57.24,62.00
72.02,93.86,89.20,84.98
32.16,129.88,82.29,76.77
24.91,26.44,51.48,38.50
82.46,106.54,87.66,89.88
56.78,67.24,23.76,42.36
24.65,38.86,82.56,56.45
99.59,66.39,36.54,61.42
24.62,20.63,42.89,32.96
75.60,107.36,59.46,73.88
98.69,45.38,55.98,66.67
39.13,53.60,61.65,53.28
31.38,26.95,63.58,46.59
29.71,131.05,46.52,58.38
44.26,79.08,34.02,46.10
28.08,90.10,81.48,67.18
75.37,89.72,52.00,66.56
24.98,67.47,60.47,51.22
60.75,36.95,71.58,61.41
99.74,114.32,92.77,99.17
85.12,27.79,76.60,69.39
69.22,24.54,23.64,37.49
44.50,109.42,87.08,78.77
69.91,39.24,99.15,78.40
62.16,52.95,57.80,58.14
54.09,76.53,97.57,80.32
30.46,72.91,63.79,55.62
90.93,109.20,56.77,77.50
55.98,97.28,46.51,59.50
35.57,100.22,72.60,67.02
49.42,109.97,38.39,56.02
53.13,50.97,28.39,40.33
86.20,55.13,22.18,47.98
78.69,71.32,43.39,59.57
81.54,53.04,51.66,60.90
20.88,147.89,64.17,67.93
53.29,123.97,43.42,62.49
